Inventory_ID,Product_ID,Warehouse_ID,Stock_Units,Reorder_Level,Safety_Stock,Inventory_Date,Stock_Value
INV01195,PROD0036,WH10,851,322,468,2026-07-13,1229737.55
INV01196,PROD0151,WH12,4103,646,730,2025-01-05,5441973.02
INV01197,PROD0114,WH08,2076,810,134,2025-09-14,4270996.32
INV01198,PROD0066,WH02,2994,870,465,2025-08-31,6047820.12
INV01199,PROD0105,WH07,3744,814,743,2026-02-19,3321002.88
INV01200,PROD0085,WH08,2756,1096,531,2025-12-09,6241981.72
INV01201,PROD0002,WH11,1644,480,505,2026-01-14,3039213.48
INV01202,PROD0193,WH06,4371,1266,346,2026-08-17,4154679.21
INV01203,PROD0075,WH05,3144,795,161,2025-05-26,5913581.04
INV01204,PROD0067,WH11,242,902,279,2025-11-19,599291.22
INV01205,PROD0180,WH09,4085,1274,145,2025-05-02,8322288.8
INV01206,PROD0190,WH03,170,409,729,2025-09-09,368418.9
INV01207,PROD0151,WH12,652,325,427,2025-11-07,864773.68
INV01208,PROD0154,WH10,3512,691,205,2026-08-24,4886350.96
INV01209,PROD0196,WH04,1499,1159,470,2026-04-20,582796.21
INV01210,PROD0055,WH09,2099,1169,154,2026-07-24,4279756.05
INV01211,PROD0006,WH06,2158,780,754,2026-05-07,1360856.38
INV01212,PROD0163,WH08,1972,976,379,2026-07-29,252277.96
INV01213,PROD0150,WH07,3925,457,488,2025-12-13,8750748.25
INV01214,PROD0171,WH11,2258,1411,181,2026-05-02,2635740.82
INV01215,PROD0143,WH02,4039,429,431,2026-04-18,2928234.61
INV01216,PROD0086,WH03,2035,388,187,2026-01-17,492164.75
INV01217,PROD0060,WH01,3271,209,319,2025-10-07,7181545.92
INV01218,PROD0101,WH09,857,1337,599,2025-03-13,135431.71
INV01219,PROD0012,WH07,3823,1299,445,2026-06-05,444270.83
INV01220,PROD0049,WH01,1049,875,606,2026-01-01,261924.81
INV01221,PROD0042,WH03,3990,701,513,2025-04-04,3888135.3
INV01222,PROD0166,WH04,298,284,724,2026-01-08,663738.38
INV01223,PROD0082,WH04,923,248,499,2025-12-05,2067870.74
INV01224,PROD0173,WH05,4232,1037,380,2026-03-13,6201530.48
INV01225,PROD0035,WH03,4306,1207,302,2025-12-02,10125429.82
INV01226,PROD0158,WH03,2799,888,730,2026-05-07,4881288.06
INV01227,PROD0158,WH01,4875,586,334,2025-02-09,8501707.5
INV01228,PROD0134,WH07,4062,1169,323,2025-12-25,4791616.44
INV01229,PROD0067,WH11,4045,1205,69,2026-07-28,10017078.45
INV01230,PROD0080,WH10,1802,417,288,2025-09-11,3727887.5
INV01231,PROD0007,WH01,2713,1204,319,2026-08-04,2440587.67
INV01232,PROD0180,WH02,4506,1453,467,2026-02-02,9179983.68
INV01233,PROD0014,WH04,2853,454,359,2025-06-19,5031522.27
INV01234,PROD0073,WH04,2657,435,80,2026-05-26,5707661.12
INV01235,PROD0143,WH05,4522,1249,153,2025-09-17,3278404.78
INV01236,PROD0149,WH11,3346,1484,731,2026-08-07,409048.5
INV01237,PROD0163,WH02,1471,470,235,2026-04-04,188185.03
INV01238,PROD0066,WH04,2949,322,177,2026-06-13,5956921.02
INV01239,PROD0091,WH01,941,855,259,2025-12-07,1491597.92
INV01240,PROD0130,WH02,1907,1480,463,2025-02-26,4323722.03
INV01241,PROD0163,WH01,4837,458,330,2025-08-06,618797.41
INV01242,PROD0020,WH10,1243,1147,302,2026-04-09,1358748.16
INV01243,PROD0010,WH10,4423,246,68,2025-09-04,1342115.12
INV01244,PROD0025,WH04,1466,1062,761,2026-01-08,1386704.06
INV01245,PROD0194,WH04,3957,724,781,2026-02-21,8029663.11
INV01246,PROD0025,WH07,1966,1087,185,2025-01-31,1859659.06
INV01247,PROD0054,WH10,375,407,272,2026-01-03,27311.25
INV01248,PROD0033,WH11,262,946,52,2026-07-13,21190.56
INV01249,PROD0164,WH11,4362,348,285,2025-04-18,3110934.78
INV01250,PROD0095,WH09,3388,637,514,2026-08-07,5712879.48
INV01251,PROD0014,WH09,3395,354,277,2026-02-22,5987388.05
INV01252,PROD0065,WH05,1944,1313,703,2026-02-02,3655264.32
INV01253,PROD0110,WH10,1893,557,548,2025-09-29,504086.97
INV01254,PROD0080,WH01,3634,1397,570,2025-04-26,7517837.5
INV01255,PROD0054,WH01,1652,1440,751,2026-08-09,120315.16
INV01256,PROD0125,WH06,4141,655,726,2025-09-13,3933991.41
INV01257,PROD0180,WH02,3892,975,188,2025-03-22,7929093.76
INV01258,PROD0131,WH08,599,828,325,2025-05-08,174506.67
INV01259,PROD0169,WH09,4815,1422,340,2025-08-23,3391156.35
INV01260,PROD0134,WH04,1912,1031,102,2026-07-07,2255433.44
INV01261,PROD0025,WH05,1292,685,736,2025-06-30,1222115.72
INV01262,PROD0141,WH11,600,732,159,2025-06-06,1443600.0
INV01263,PROD0117,WH08,380,399,764,2026-03-30,85811.6
INV01264,PROD0136,WH03,4213,570,697,2026-07-25,1307125.38
INV01265,PROD0149,WH05,3637,1213,53,2025-01-24,444623.25
INV01266,PROD0196,WH03,2163,1052,716,2026-04-18,840952.77
INV01267,PROD0025,WH12,4355,447,733,2026-02-04,4119438.05
INV01268,PROD0079,WH10,1098,987,96,2026-08-15,1395063.9
INV01269,PROD0068,WH03,365,463,143,2025-05-14,379727.75
INV01270,PROD0173,WH03,2570,1281,609,2026-02-25,3766052.3
INV01271,PROD0188,WH12,3419,230,262,2025-08-01,3604754.27
INV01272,PROD0012,WH07,2476,1472,485,2026-04-27,287735.96
INV01273,PROD0032,WH07,790,804,557,2025-12-14,1273013.9
INV01274,PROD0128,WH07,3569,1494,700,2025-06-15,5005986.47
INV01275,PROD0096,WH10,746,701,254,2025-12-14,1405948.9
INV01276,PROD0092,WH08,312,1307,430,2026-02-02,352369.68
INV01277,PROD0141,WH05,4633,1085,122,2026-08-06,11146998.0
INV01278,PROD0031,WH05,920,748,565,2026-03-11,175131.2
INV01279,PROD0078,WH04,1077,1038,125,2026-07-31,2431693.68
INV01280,PROD0020,WH07,2829,1316,126,2025-08-09,3092436.48
INV01281,PROD0146,WH10,2381,1047,459,2025-11-04,5734900.41
INV01282,PROD0060,WH04,3618,813,663,2026-04-11,7943391.36
INV01283,PROD0191,WH02,797,611,155,2025-04-09,101513.89
INV01284,PROD0134,WH04,4443,631,600,2025-08-30,5241051.66
INV01285,PROD0160,WH08,272,877,525,2025-06-07,428258.56
INV01286,PROD0093,WH09,3010,358,324,2026-07-08,2238326.3
INV01287,PROD0043,WH03,4815,213,137,2025-08-15,11573141.4
INV01288,PROD0130,WH07,1773,572,772,2026-02-27,4019905.17
INV01289,PROD0060,WH12,2547,424,126,2025-03-13,5591989.44
INV01290,PROD0151,WH09,3164,1296,126,2025-08-31,4196539.76
INV01291,PROD0031,WH11,4780,1472,491,2026-06-14,909920.8
INV01292,PROD0005,WH04,4717,710,589,2026-08-12,4989218.07
INV01293,PROD0162,WH10,946,802,294,2025-02-14,2132643.48
INV01294,PROD0010,WH03,2665,415,627,2026-04-17,808667.6
INV01295,PROD0089,WH05,506,1187,431,2026-01-06,1202893.56
INV01296,PROD0130,WH01,243,1443,766,2025-04-02,550951.47
INV01297,PROD0126,WH03,505,1039,619,2025-01-22,112362.5
INV01298,PROD0011,WH08,4517,926,762,2025-06-21,584138.44
INV01299,PROD0178,WH11,3158,1444,786,2026-08-27,4254457.6
INV01300,PROD0159,WH08,3590,753,191,2025-07-11,4108862.7
INV01301,PROD0056,WH04,1872,1265,417,2025-03-18,1339247.52
INV01302,PROD0083,WH02,3793,875,133,2025-10-08,3725370.81
INV01303,PROD0137,WH08,1192,1072,192,2025-12-30,366003.6
INV01304,PROD0099,WH08,4425,482,401,2025-06-28,1069301.25
INV01305,PROD0149,WH10,4745,1281,594,2025-08-26,580076.25
INV01306,PROD0073,WH04,1464,1033,201,2025-05-15,3144906.24
INV01307,PROD0156,WH03,390,736,207,2025-10-07,512811.0
INV01308,PROD0190,WH02,4476,1296,495,2025-01-19,9700252.92
INV01309,PROD0115,WH09,3377,1122,702,2026-08-18,5977323.77
INV01310,PROD0007,WH01,4837,1352,352,2026-01-06,4351316.83
INV01311,PROD0080,WH07,4915,1041,673,2025-04-22,10167906.25
INV01312,PROD0144,WH05,672,1147,705,2025-08-09,1460571.84
INV01313,PROD0097,WH08,2560,864,499,2025-10-31,5074099.2
INV01314,PROD0004,WH04,1211,1348,770,2025-11-21,1859042.43
INV01315,PROD0004,WH07,929,266,273,2026-03-13,1426135.77
INV01316,PROD0103,WH05,1539,205,92,2026-03-14,1711675.8
INV01317,PROD0040,WH05,912,836,313,2025-06-19,1250224.32
INV01318,PROD0017,WH09,643,513,52,2026-01-10,795178.81
INV01319,PROD0101,WH09,4522,764,686,2026-07-11,714611.66
INV01320,PROD0103,WH09,501,1025,317,2026-01-16,557212.2
INV01321,PROD0124,WH12,729,705,645,2025-01-14,1375725.06
INV01322,PROD0052,WH06,1283,1305,65,2026-05-15,1036214.95
INV01323,PROD0052,WH06,2118,1225,383,2026-01-26,1710602.7
INV01324,PROD0164,WH05,4552,403,513,2026-07-03,3246440.88
INV01325,PROD0124,WH09,4386,861,108,2026-07-19,8276996.04
INV01326,PROD0166,WH10,3836,1004,226,2026-06-14,8543961.16
INV01327,PROD0178,WH08,919,603,112,2026-05-07,1238076.8
INV01328,PROD0063,WH07,4050,1326,610,2026-07-04,2899233.0
INV01329,PROD0116,WH07,2339,735,356,2026-01-20,507913.85
INV01330,PROD0191,WH06,755,1435,295,2025-07-15,96164.35
INV01331,PROD0062,WH05,1869,776,338,2025-10-27,3759773.85
INV01332,PROD0007,WH04,4472,1432,381,2026-07-01,4022966.48
INV01333,PROD0155,WH03,507,962,576,2026-08-25,1228826.04
INV01334,PROD0092,WH03,1436,316,304,2025-11-04,1621804.04
INV01335,PROD0014,WH06,2575,827,653,2025-09-09,4541244.25
INV01336,PROD0199,WH04,3426,948,559,2025-01-08,8308872.24
INV01337,PROD0086,WH12,558,304,767,2025-07-27,134952.3
INV01338,PROD0133,WH12,3102,694,655,2025-05-11,134037.42
INV01339,PROD0183,WH06,4516,245,786,2026-08-31,10290383.4
INV01340,PROD0130,WH03,3622,1022,512,2025-01-26,8212124.38
INV01341,PROD0062,WH04,4399,1439,248,2026-03-30,8849248.35
INV01342,PROD0149,WH09,4057,1181,320,2025-07-05,495968.25
INV01343,PROD0079,WH05,3715,1159,795,2026-04-29,4720093.25
INV01344,PROD0149,WH07,1301,1044,607,2025-02-20,159047.25
INV01345,PROD0138,WH10,2155,648,113,2025-01-05,3508964.95
INV01346,PROD0058,WH02,692,735,279,2026-08-12,1208501.88
INV01347,PROD0120,WH05,4350,710,298,2025-06-09,4071817.5
INV01348,PROD0167,WH09,1478,739,295,2025-07-27,1695724.18
INV01349,PROD0133,WH11,256,215,636,2025-09-14,11061.76
INV01350,PROD0065,WH03,2430,442,206,2025-07-24,4569080.4
INV01351,PROD0013,WH09,441,1430,784,2025-01-11,944101.62
INV01352,PROD0181,WH11,1881,1111,751,2025-01-08,3228849.36
INV01353,PROD0082,WH06,2646,1494,613,2026-02-13,5928045.48
INV01354,PROD0173,WH04,3820,960,137,2025-02-01,5597789.8
INV01355,PROD0160,WH07,4677,904,362,2026-06-24,7363842.96
INV01356,PROD0164,WH08,1735,314,115,2026-01-22,1237384.65
INV01357,PROD0188,WH06,3735,596,711,2025-08-16,3937922.55
INV01358,PROD0139,WH05,2645,593,69,2026-04-20,4943293.4
INV01359,PROD0191,WH06,18,1298,82,2025-07-26,2292.66
INV01360,PROD0149,WH05,1124,1177,607,2025-11-14,137409.0
INV01361,PROD0052,WH08,3985,1326,122,2026-07-11,3218485.25
INV01362,PROD0183,WH01,2654,496,392,2025-12-14,6047537.1
INV01363,PROD0117,WH11,2080,1201,182,2025-08-22,469705.6
INV01364,PROD0026,WH07,1547,377,104,2025-02-13,2429192.22
INV01365,PROD0196,WH10,861,1438,110,2025-05-22,334748.19
INV01366,PROD0034,WH10,154,1166,569,2025-06-25,226480.1
INV01367,PROD0052,WH11,3494,514,321,2026-03-25,2821929.1
INV01368,PROD0112,WH02,904,1262,295,2026-08-15,1588246.64
INV01369,PROD0082,WH09,1269,458,225,2025-03-23,2843042.22
INV01370,PROD0180,WH01,404,206,677,2025-05-15,823061.12
INV01371,PROD0157,WH11,843,248,366,2025-06-26,1331147.58
INV01372,PROD0166,WH10,1782,360,754,2026-01-18,3969066.42
INV01373,PROD0042,WH06,1564,375,711,2025-08-31,1524071.08
INV01374,PROD0021,WH09,1184,1225,180,2026-07-21,1190251.52
INV01375,PROD0042,WH01,746,1200,151,2025-05-21,726954.62
INV01376,PROD0141,WH04,1725,654,359,2026-04-02,4150350.0
INV01377,PROD0113,WH04,3188,475,341,2026-03-16,624274.16
INV01378,PROD0105,WH09,270,697,771,2025-02-25,239495.4
INV01379,PROD0192,WH11,4865,875,544,2026-06-11,391729.8
INV01380,PROD0017,WH05,3956,1251,410,2026-02-23,4892266.52
INV01381,PROD0120,WH05,171,1224,387,2025-03-29,160064.55
INV01382,PROD0137,WH06,273,1411,628,2025-01-08,83824.65
INV01383,PROD0169,WH01,2306,255,59,2026-04-22,1624092.74
INV01384,PROD0129,WH01,1158,746,98,2025-08-03,1238122.02
INV01385,PROD0130,WH09,1706,1335,536,2026-07-06,3867996.74
INV01386,PROD0060,WH03,1771,235,672,2026-05-12,3888265.92
INV01387,PROD0048,WH04,421,638,370,2026-05-18,25377.88
INV01388,PROD0029,WH01,1209,794,780,2025-09-02,1997086.65
INV01389,PROD0097,WH09,4675,506,618,2026-04-23,9266177.25
INV01390,PROD0010,WH08,890,818,674,2025-11-05,270061.6
INV01391,PROD0058,WH02,4817,1332,182,2025-08-19,8412360.63
INV01392,PROD0188,WH08,3267,556,632,2026-01-18,3444496.11
INV01393,PROD0021,WH07,4976,380,132,2025-06-04,5002273.28
INV01394,PROD0028,WH11,1473,267,106,2025-06-24,3157198.74
INV01395,PROD0034,WH06,3243,491,425,2025-04-25,4769317.95
INV01396,PROD0008,WH01,4478,891,398,2026-01-25,8500363.5
INV01397,PROD0187,WH07,2181,380,320,2025-11-07,3357300.54
INV01398,PROD0200,WH10,1449,633,532,2025-10-27,3054013.83
INV01399,PROD0177,WH07,3096,1113,160,2025-01-18,5417783.28
INV01400,PROD0079,WH09,3256,265,125,2025-01-12,4136910.8
INV01401,PROD0145,WH01,3156,1244,207,2026-02-08,1800939.84
INV01402,PROD0188,WH02,1590,583,581,2025-08-20,1676384.7
INV01403,PROD0087,WH11,4239,238,692,2026-08-28,3427189.11
INV01404,PROD0088,WH09,3981,1021,378,2025-10-05,9458457.9
INV01405,PROD0173,WH09,1435,801,171,2025-12-19,2102834.65
INV01406,PROD0069,WH06,223,984,90,2025-10-30,209499.58
INV01407,PROD0160,WH06,219,1411,216,2026-06-25,344811.12
INV01408,PROD0172,WH04,4274,870,691,2026-04-15,3817023.92
INV01409,PROD0193,WH04,1654,1466,72,2025-03-18,1572143.54
INV01410,PROD0087,WH05,4528,1296,328,2026-06-05,3660842.72
INV01411,PROD0101,WH03,264,678,518,2025-01-24,41719.92
INV01412,PROD0008,WH01,953,760,449,2025-01-15,1809032.25
INV01413,PROD0077,WH01,4524,300,58,2026-06-09,1227180.24
INV01414,PROD0200,WH12,3733,713,62,2025-12-13,7867932.11
INV01415,PROD0087,WH07,2774,375,101,2025-06-21,2242751.26
INV01416,PROD0043,WH01,3124,437,258,2025-11-23,7508721.44
INV01417,PROD0129,WH01,479,1109,599,2026-04-30,512142.01
INV01418,PROD0109,WH03,3514,1282,661,2026-05-04,5451162.78
INV01419,PROD0179,WH10,1353,1322,754,2026-04-07,1060995.54
INV01420,PROD0152,WH04,3322,1070,451,2026-01-13,8246931.44
INV01421,PROD0152,WH04,3878,694,240,2026-08-11,9627212.56
INV01422,PROD0017,WH02,889,1146,100,2025-06-13,1099399.63
INV01423,PROD0133,WH01,3854,954,442,2026-01-07,166531.34
INV01424,PROD0148,WH03,924,410,702,2026-07-27,2240838.6
INV01425,PROD0021,WH11,2170,1346,729,2026-02-28,2181457.6
INV01426,PROD0058,WH04,1902,1452,670,2026-04-22,3321633.78
INV01427,PROD0159,WH03,4873,339,768,2026-01-17,5577294.69
INV01428,PROD0110,WH08,2395,740,349,2025-06-04,637764.55
INV01429,PROD0139,WH10,28,469,671,2025-09-14,52329.76
INV01430,PROD0180,WH01,34,1235,245,2025-03-09,69267.52
INV01431,PROD0143,WH02,3589,705,466,2025-12-10,2601989.11
INV01432,PROD0135,WH07,2670,1329,713,2025-10-04,413609.7
INV01433,PROD0028,WH04,3365,231,469,2026-01-26,7212473.7
INV01434,PROD0051,WH08,588,1297,689,2026-03-25,112837.2
INV01435,PROD0186,WH11,3218,1394,666,2025-09-16,5851643.38
INV01436,PROD0005,WH03,3138,1292,571,2025-11-03,3319093.98
INV01437,PROD0005,WH06,903,1012,405,2025-04-05,955112.13
INV01438,PROD0094,WH09,4086,561,197,2026-04-09,3398448.78
INV01439,PROD0096,WH01,2169,1128,414,2025-09-03,4087805.85
INV01440,PROD0008,WH01,339,299,413,2025-07-06,643506.75
INV01441,PROD0064,WH08,4270,208,701,2026-01-08,1946863.8
INV01442,PROD0138,WH03,1714,896,751,2026-07-26,2790889.06
INV01443,PROD0038,WH05,4692,1252,451,2026-02-10,7570870.44
INV01444,PROD0111,WH01,4546,1337,655,2026-02-12,1018349.46
INV01445,PROD0112,WH05,556,661,541,2025-05-05,976841.96
INV01446,PROD0081,WH11,3087,1120,278,2025-12-03,2501457.84
INV01447,PROD0136,WH06,3266,1366,624,2025-12-07,1013309.16
INV01448,PROD0104,WH08,3567,589,586,2026-07-17,7922092.98
INV01449,PROD0153,WH03,2056,831,317,2025-06-27,407869.28
INV01450,PROD0073,WH03,3899,881,454,2025-06-19,8375675.84
INV01451,PROD0194,WH12,1016,356,60,2025-02-08,2061697.68
INV01452,PROD0178,WH11,2062,534,369,2025-03-10,2777926.4
INV01453,PROD0195,WH11,838,459,762,2025-08-24,2068502.44
INV01454,PROD0049,WH10,1637,281,175,2026-07-14,408742.53
INV01455,PROD0036,WH09,4321,953,355,2026-01-16,6244061.05
INV01456,PROD0126,WH04,3496,1395,751,2025-02-26,777860.0
INV01457,PROD0068,WH04,1813,1454,560,2025-10-04,1886154.55
INV01458,PROD0078,WH12,3479,919,138,2025-04-09,7855025.36
INV01459,PROD0105,WH07,1451,274,404,2026-06-11,1287066.02
INV01460,PROD0169,WH02,2313,1493,677,2025-11-21,1629022.77
INV01461,PROD0122,WH08,1514,825,401,2026-04-06,3586529.74
INV01462,PROD0119,WH06,1231,261,738,2025-06-28,1163368.86
INV01463,PROD0190,WH03,1645,1073,63,2026-07-28,3564994.65
INV01464,PROD0114,WH09,2999,519,306,2025-04-29,6169902.68
INV01465,PROD0010,WH05,3440,301,258,2026-04-14,1043833.6
INV01466,PROD0149,WH08,4056,1073,330,2026-07-03,495846.0
INV01467,PROD0164,WH07,305,1153,492,2026-03-31,217522.95
INV01468,PROD0140,WH08,3536,454,438,2025-01-26,5179073.12
INV01469,PROD0091,WH07,1723,769,666,2026-05-05,2731161.76
INV01470,PROD0002,WH03,1689,311,532,2025-01-08,3122403.63
INV01471,PROD0118,WH02,1517,1184,196,2026-05-31,3742135.6
INV01472,PROD0013,WH07,3917,1197,328,2026-06-17,8385591.94
INV01473,PROD0181,WH03,419,660,570,2025-05-29,719238.64
INV01474,PROD0160,WH03,2936,907,679,2026-05-03,4622673.28
INV01475,PROD0095,WH02,3862,1086,655,2025-01-25,6512143.02
INV01476,PROD0144,WH04,4229,1315,483,2026-07-09,9191604.63
INV01477,PROD0032,WH08,1450,1275,193,2026-03-01,2336544.5
INV01478,PROD0032,WH12,3096,719,338,2025-10-20,4988925.36
INV01479,PROD0124,WH01,3261,1011,435,2025-07-04,6153963.54
INV01480,PROD0011,WH01,1164,1321,63,2026-07-08,150528.48
INV01481,PROD0010,WH12,1869,435,306,2026-03-07,567129.36
INV01482,PROD0015,WH05,1819,1126,395,2026-08-27,2170649.08
INV01483,PROD0017,WH11,2705,756,747,2025-11-13,3345192.35
INV01484,PROD0168,WH05,3515,848,394,2026-02-02,5469445.45
INV01485,PROD0146,WH11,1342,433,449,2025-11-20,3232354.62
INV01486,PROD0183,WH12,2226,1255,256,2026-07-19,5072274.9
INV01487,PROD0153,WH01,1079,778,221,2026-08-19,214052.02
INV01488,PROD0059,WH06,4206,741,513,2026-06-30,6636731.52
INV01489,PROD0078,WH01,4563,313,319,2025-03-17,10302523.92
INV01490,PROD0124,WH05,2779,403,270,2026-05-01,5244362.06
INV01491,PROD0114,WH09,2528,1252,201,2025-03-29,5200904.96
INV01492,PROD0022,WH12,813,842,672,2025-08-20,1256402.07
INV01493,PROD0158,WH05,2031,673,232,2025-01-07,3541942.14
INV01494,PROD0172,WH06,322,896,448,2026-07-04,287571.76
INV01495,PROD0032,WH08,2969,452,121,2025-02-21,4784276.29
INV01496,PROD0179,WH11,903,1104,467,2026-01-31,708114.54
INV01497,PROD0174,WH01,1541,585,332,2025-08-09,320789.97
INV01498,PROD0113,WH02,3503,261,123,2026-03-04,685957.46
INV01499,PROD0120,WH09,2653,714,404,2025-05-23,2483340.65
INV01500,PROD0149,WH03,2476,629,776,2025-12-29,302691.0
INV01501,PROD0122,WH06,3340,779,546,2026-01-17,7912159.4
INV01502,PROD0032,WH05,4243,1364,377,2026-07-15,6837212.63
INV01503,PROD0119,WH11,1141,942,584,2025-10-04,1078313.46
INV01504,PROD0039,WH02,849,874,629,2025-09-28,979542.24
INV01505,PROD0012,WH07,366,510,496,2025-01-14,42532.86
INV01506,PROD0175,WH04,2897,670,422,2025-10-25,7058163.89
INV01507,PROD0018,WH01,1089,1008,411,2026-04-09,1297630.62
INV01508,PROD0149,WH04,4041,371,142,2026-06-11,494012.25
INV01509,PROD0141,WH06,2038,775,370,2025-08-22,4903428.0
INV01510,PROD0149,WH07,2860,230,373,2026-07-29,349635.0
INV01511,PROD0126,WH07,4270,246,433,2025-01-27,950075.0
INV01512,PROD0136,WH07,1854,329,624,2026-04-16,575222.04
INV01513,PROD0046,WH03,4683,551,785,2025-04-03,877406.88
INV01514,PROD0104,WH06,494,1177,786,2025-11-05,1097144.36
INV01515,PROD0135,WH08,3182,257,395,2025-02-21,492923.62
INV01516,PROD0151,WH04,1784,1329,152,2025-11-15,2366190.56
INV01517,PROD0086,WH08,3510,1011,264,2025-06-30,848893.5
INV01518,PROD0150,WH02,3786,967,241,2026-07-23,8440849.14
INV01519,PROD0089,WH10,4130,882,721,2025-04-30,9818083.8
INV01520,PROD0022,WH09,998,1385,768,2025-02-12,1542299.22
INV01521,PROD0092,WH09,4469,1196,243,2025-09-17,5047243.91
INV01522,PROD0029,WH08,1451,485,429,2025-07-16,2396834.35
INV01523,PROD0013,WH10,1751,1294,452,2025-09-12,3748575.82
INV01524,PROD0002,WH10,2280,1085,713,2025-12-02,4214967.6
INV01525,PROD0029,WH01,4800,596,798,2026-07-07,7928880.0
INV01526,PROD0180,WH02,4658,225,649,2026-05-17,9489650.24
INV01527,PROD0027,WH06,2934,512,60,2025-09-12,3712360.86
INV01528,PROD0050,WH10,3734,325,236,2026-05-29,6393616.18
INV01529,PROD0095,WH05,3346,1421,775,2025-08-30,5642058.66
INV01530,PROD0151,WH12,1873,1010,64,2025-05-29,2484234.82
INV01531,PROD0088,WH09,4534,387,346,2025-10-26,10772330.6
INV01532,PROD0044,WH05,3803,897,460,2026-03-29,8613034.4
INV01533,PROD0022,WH02,1979,1009,634,2026-01-28,3058326.81
INV01534,PROD0171,WH10,698,915,101,2025-07-31,814768.42
INV01535,PROD0165,WH04,1312,649,689,2026-06-22,3118322.24
INV01536,PROD0189,WH09,2962,722,77,2026-08-17,6909842.46
INV01537,PROD0097,WH01,2938,1185,626,2026-08-18,5823321.66
INV01538,PROD0184,WH11,4787,857,66,2025-05-11,9856480.87
INV01539,PROD0003,WH01,2300,796,400,2025-11-25,3202911.0
INV01540,PROD0191,WH12,3197,299,477,2025-09-13,407201.89
INV01541,PROD0118,WH07,126,815,699,2026-04-24,310816.8
INV01542,PROD0019,WH11,1191,1147,278,2026-07-15,530483.31
INV01543,PROD0023,WH03,2639,755,259,2025-03-04,4204481.19
INV01544,PROD0157,WH10,4389,477,480,2025-11-07,6930494.34
INV01545,PROD0030,WH02,3916,690,343,2026-02-11,1644289.24
INV01546,PROD0039,WH09,1366,454,792,2025-04-15,1576036.16
INV01547,PROD0108,WH03,1019,580,631,2025-01-15,1943589.65
INV01548,PROD0111,WH02,4079,1091,153,2025-09-16,913736.79
INV01549,PROD0025,WH12,4514,741,253,2026-02-16,4269837.74
INV01550,PROD0128,WH08,4539,1487,102,2025-09-16,6366537.57
INV01551,PROD0111,WH10,684,1024,424,2025-09-17,153222.84
INV01552,PROD0136,WH06,3629,1078,103,2025-02-14,1125933.54
INV01553,PROD0106,WH06,2887,1338,325,2025-11-27,883162.17
INV01554,PROD0186,WH10,1462,1499,384,2025-06-14,2658515.42
INV01555,PROD0144,WH11,4086,480,80,2025-07-12,8880798.42
INV01556,PROD0072,WH07,2261,1498,184,2026-06-05,5263449.73
INV01557,PROD0129,WH07,4180,972,107,2026-02-05,4469214.2
INV01558,PROD0108,WH11,2841,1042,154,2026-01-09,5418781.35
INV01559,PROD0005,WH06,1767,918,315,2025-03-06,1868973.57
INV01560,PROD0003,WH04,4180,527,571,2026-01-22,5820942.6
INV01561,PROD0193,WH11,3560,410,545,2026-05-10,3383815.6
INV01562,PROD0132,WH09,2112,926,302,2026-02-19,2617127.04
INV01563,PROD0104,WH06,4758,1122,344,2025-01-30,10567232.52
INV01564,PROD0064,WH04,626,751,717,2025-09-23,285418.44
INV01565,PROD0106,WH12,4159,225,207,2025-11-24,1272279.69
INV01566,PROD0098,WH03,3414,226,598,2026-05-07,6750160.8
INV01567,PROD0010,WH04,1375,901,680,2025-08-05,417230.0
INV01568,PROD0149,WH03,1181,1306,116,2025-11-16,144377.25
INV01569,PROD0128,WH02,490,881,348,2026-02-03,687288.7
INV01570,PROD0046,WH05,3729,612,512,2025-04-15,698665.44
INV01571,PROD0155,WH02,3534,366,774,2025-11-26,8565426.48
INV01572,PROD0066,WH06,3296,368,150,2025-02-16,6657854.08
INV01573,PROD0169,WH03,1940,428,105,2026-08-22,1366322.6
INV01574,PROD0112,WH06,4408,566,381,2025-11-10,7744459.28
INV01575,PROD0013,WH11,1882,727,442,2025-05-27,4029023.24
INV01576,PROD0137,WH10,4908,990,792,2026-04-07,1507001.4
INV01577,PROD0164,WH09,2987,723,430,2026-08-07,2130298.53
INV01578,PROD0086,WH01,3159,1295,141,2026-05-01,764004.15
INV01579,PROD0090,WH06,4775,305,496,2026-02-14,6875952.25
INV01580,PROD0058,WH09,4530,931,158,2025-01-27,7911146.7
INV01581,PROD0054,WH11,681,1164,366,2025-01-29,49597.23
INV01582,PROD0012,WH04,1073,332,217,2025-09-28,124693.33
INV01583,PROD0014,WH11,2387,733,484,2026-05-16,4209689.33
INV01584,PROD0121,WH12,2394,1174,491,2025-09-10,4871335.14
INV01585,PROD0162,WH02,2693,468,267,2026-01-20,6071045.34
INV01586,PROD0181,WH04,1370,872,271,2025-03-01,2351687.2
INV01587,PROD0121,WH01,4744,990,722,2025-04-17,9653138.64
INV01588,PROD0020,WH03,4340,217,577,2025-08-08,4744140.8
INV01589,PROD0075,WH10,2156,316,327,2026-03-17,4055241.96
INV01590,PROD0144,WH09,2580,997,618,2026-07-18,5607552.6
INV01591,PROD0070,WH10,4391,1367,623,2026-07-26,8537816.49
INV01592,PROD0056,WH05,2159,750,515,2026-06-30,1544570.19
INV01593,PROD0101,WH11,3248,1128,651,2025-04-06,513281.44
